id;Answer
133;I København
134;Månedens musik
135;Designeren er ukendt.
136;1995
137;Rasmussen‑kontorstolen.
138;Den modulære, letvægtsstruktur med integreret aerodynamik og selvkørende styringsmekanisme.
139;Ingeniørprisen 2019
140;Kim Larsen
141;Traditionel
142;1972
143;Liva Weel
144;1958
145;Hans Christian Lumbye
146;1847
147;Den blev komponeret som en hyldest til Københavns Jernbane og dens damptog.
148;Københavns Jernbane‑dampgalop
149;Ved Østerport, på Østbanegade i København.
150;Liva Weel
151;Hans Christian Andersen
152;Carl Nielsen
153;Kim Larsen
154;Mads Langer
155;Den du får ud af
156;1999
157;Morten Ristorp.
158;Mennesker
159;Ukendt
160;Ingen information om sangen er givet.
161;Kim Larsen
162;1975
163;Albummet hedder **Mennesker**.
164;Peter A.G. Nielsen
165;1972
166;Inger Christensen
167;et digt
168;Kritisk Revy.
169;Allen Ginsberg
170;1669
171;Restaurant Dyrehaven
172;Bakkekilden
173;1762
174;Den Kongelige Jagt
175;Krzysztof Penderecki
176;Det Kongelige Teater
177;2009
178;Michael Schønwandt
179;DR Symfoniorkester
180;1901
181;Jens Peter Jacobsen
182;Kirsten
183;1532
184;Kong Hans.
185;Dansk
186;5. august 1905
187;Kunsthåndværkerskolen i København
188;Den Frie Værksted
189;1972
190;1979
191;Kurt Bøgh
192;Mikkel
193;klaver
194;Lise Lotte
195;Bakkehuset
196;Michael Gottlieb Bindesbøll
197;Brumleby Brugsforening
198;Fattige arbejder‑ og håndværkerfamilier.
199;Navnet stammer fra den tidligere gård Brumlegård, som lå på stedet.
200;Jens Christian Hostrup
201;1995
202;Romantikken
203;Magnus Eriksen
204;Olaf Tryggvason og de oprørske bønder.
205;Otto Gelsted
206;1910
207;Kirsten
208;4
209;Paris
210;1978
211;Jens Okking
212;Morten Ristorp
213;Kærestesorger
214;Kim Larsen
215;1975
216;Jens Peter Jacobsen
217;5 strofer
218;København
219;Gyldendal
220;I Gedser på Falster.
221;1840
222;Poul la Cour
223;Den var i drift.
224;1995
225;1771
226;Jacques Saly
227;19 år
228;12 000 kg
229;Kronprins Frederik (senere kong Frederik IV)
230;1998
231;Morten Ramsland
232;Gyldendal
233;14
234;Ubekendt
235;Alle går rundt og forelsker sig
236;Lau Lauritzen Jr. og Alice O'Fredericks
237;Bent Christensen
238;Marguerite Viby
239;9. marts 2023
240;Erik Balling
241;Kirsten Olesen
242;1969
243;Mikkel Boe Følsgaard
244;Statsadvokat Jørgen Buhl
245;Carl Theodor Dreyer
246;Jens
247;1925
248;Karin Nellemose
249;Mette
250;Jens Søndergaard
251;1893
252;Statens Museum for Kunst i København.
253;Sortedamssøen
254;112 cm × 166 cm
255;Aarhus Rådhus
256;Arne Jacobsen og Erik Møller
257;2019
258;48
259;Kaare Klint
260;Halfdan Rasmussen
261;Knud Rasmussen
262;1933
263;1948
264;Morten Rask
265;Jens Christian Grøndahl
266;Ukendt
267;Martha
268;1946
269;Sønderby Sø
270;Efter endnu en dag
271;Fotografen er Peter Hovmand.
272;12
273;1975
274;Medley
275;1999
276;Morten Ramsland
277;I Det Kongelige Bibliotek i København.
278;Anubis
279;4
280;20. september 1935.
281;Jens J. B. Jørgensen
282;Omkring 30 hektar.
283;Gudmund Nyeland Brandt
284;Kay Fisker
285;ballade
286;De fungerede som mundtlig historiefortælling, underholdning og formidling af moral og fælles værdier.
287;Omkring 1920’erne.
288;Mundtligt, gennem sang og mundtlig tradition.
289;Danmarks gamle Folkeviser
290;Sult
291;Per Oscarsson
292;1967
293;Knut Hamsun
294;Oslo
295;1996
296;Thomas Helmig
297;Albummet hedder **Kærlighedens Magt**.
298;1994
299;3 minutter og 45 sekunder
300;1995
301;Teo Macero
302;CBS Recording Studios i New York
303;Jacob Groth
304;Edisonprisen
305;Liva Weel
306;Burhan G
307;Jens Marquard
308;2008
309;Tommy Seebach
310;Völuspá
311;i 800‑900‑tallet
312;Ukendt
313;I Codex Regius (R) og Codex Wormianus (W).
314;Níðhöggr
315;1916
316;Ingen tilnavn
317;B♭‑dur
318;4
319;1 år
320;1959
321;Verner Panton
322;Støbt plast (polypropylen)
323;1968
324;Vitra
325;Lars von Trier
326;Idioterne
327;1998
328;Bodil Jørgensen
329;Robertprisen for årets skuespillerinde i en birolle
330;2020
331;Produsenterne er Morten Ristorp og Peter Bøggild.
332;EMI
333;10.000
334;Kim Larsen
335;1912
336;Jens Ferdinand Willumsen
337;Statens Museum for Kunst i København.
338;Ukendt
339;Charlottenlund
340;1995
341;Danmarks Radio (DR)
342;Omkring 200 personer.
343;Julemandens hær
344;en frivillig velgørenhedsorganisation
345;1591
346;1765
347;1946
348;Kirsten
349;Ravnen
350;Jeppe Aakjær
351;Bent Fabricius‑Bjerre
352;1998
353;Den rigtige Jens Vejmand, en jysk landmand.
354;Ukendt
355;10. september 1884
356;Julius Engelhardt
357;1931
358;I Tivoli i København.
359;Eckersbergmedaljen
360;Jens August Schade
361;1998
362;Gyldendal
363;2009
364;4
365;1963
366;Kim Larsen
367;Kim Larsen
368;Dirch Passer og Kirsten Walther
369;Pop.
370;1912
371;Jens Peter Jacobsen
372;Vilhelm Hammershøi
373;John Mogensen
374;C‑dur
375;1150
376;Ukendt
377;Marcussen & Søn
378;Mølleå
379;3 stemmer
380;1998
381;Thomas Vinterberg
382;Festen
383;Ulrich Thomsen
384;Morgenshowen.
385;1886
386;Herman Bang
387;Kirsten
388;1955
389;Jens Ferdinand Willumsen
390;Fuglenes stemmeorgan
391;Kald bruges til territoriumforsvar, parbinding, koordinering af aktiviteter, advarsel om rovdyr og fastholdelse af socialt samspil.
392;En subsang er en sang, der bruges som underlægningsspor eller baggrundsmusik til en anden sang.
393;Superb lyrebird (Menura novaehollandiae)
394;Om morgenen, typisk mellem kl. 5 og 8.
395;Københavns Byplan 1947
396;Kurt Hansen
397;En plan for den overordnede by‑ og transportudvikling i Storkøbenhavn.
398;Fire
399;1975
400;1972
401;Per Højholt
402;Samlingen hedder “Mennesker”.
403;Gyldendal
404;Ukendt
405;1187
406;Christian Frederik Hansen
407;Jens Galschiøt
408;1807
409;Kronprins Frederik.
410;Jens Christian Hostrup
411;1810
412;Thomas Laub
413;Den danske sangbog
414;Thomas Laub
415;Jørgen Leth
416;1934
417;Mia
418;Morten
419;Ukendt
420;Anders Matthesen
421;1972
422;Jens Riber
423;Dirch Passer
424;The Tonight Show Starring Johnny Carson
425;Jørn Utzon
426;Concert Hall
427;1973
428;Eero Saarinen
429;Jens Jørgen Pedersen
430;1962
431;Slaget ved Stalingrad
432;Poul Gernes
433;I State Russian Museum i Skt. Petersburg.
434;Otto Dix
435;1987
436;Bille August
437;Pelle Hvenegaard
438;Max von Sydow
439;Palme d'Or
440;Halfdan Rasmussen
441;1979
442;Kim Larsen
443;1912
444;Jens Winther
445;1999
446;Mette Vedsø
447;Gyldendal
448;Mols Bjerge på Djursland
449;Hans Abrahamsen
450;1978
451;Tekstforfatterne er Kim Larsen og Jørgen Leth
452;Kim Larsen
453;Klovn: The Movie
454;Kim Larsen
455;Poul Reichhardt
456;Bent Fabricius‑Bjerre
457;1975
458;Kim Larsen
459;Bamses fødselsdag
460;Jens Peter Jacobsen
461;2002
462;Gyldendal
463;Nej
464;Det er opdelt i fire strofer.
465;Jens Peter Jacobsen
466;1825
467;Digte
468;6
469;8 linjer pr. strofe.
470;Jannik Hastrup
471;Benny
472;Tudsen
473;Preben Kristensen
474;1971
475;Kundskabens træ
476;Ukendt
477;Vejle Katedralskole
478;Nils Malmros
479;1981
480;The Savage Rose
481;John O. Nielsen
482;Polydor
483;Jens Frandsen
484;Annisette Koppel
485;Plankerne er overlappet i såkaldt klapbygning (clinker) og fastgjort med jernspænder, træspåner og/eller animalisk bindemiddel.
486;Knarr
487;Langskib
488;kløftningsmetoden
489;Vikingeskibsmuseet i Roskilde
490;N. M. Andersen
491;1819
492;Hans Ernst Krøyer
493;Thomas Laub
494;Den danske sang
495;1971
496;Sommerens Sang
497;8 linjer
498;Ja.
499;Kærlighedsdigte
500;Store olietankskibe
501;VLCC står for “Vivek Lohia's Cosmetic Company”.
502;Knock Nevis
503;libysk
504;564 763 000 kg
505;Undløse‑mesteren
506;1800‑tallet
507;Fire loftshvælvinger, opdelt i to over naveskibet og to over koret.
508;Jesus er afbildet som opstået, stående med åbne arme.
509;3,5 millioner kroner
510;Steen Steensen Blicher
511;1912
512;Mads Sørensen
513;Karen
514;Jens Jørgensen
515;Kim Larsen
516;1954
517;Sonet.
518;Jens Peter Jacobsen
519;Varigheden er 3 minutter og 12 sekunder.
520;Peter Belli
521;Kim Larsen
522;Bent Fabricius‑Bjerre
523;G-dur
524;2 min 57 sek.
525;1975
526;Jens Peter Jacobsen
527;Mellemrum
528;4
529;4 linjer i hver strofe
530;1907
531;August Enna
532;Holger Danske
533;Jens Christian Hostrup
534;Nej
535;Jens Peter Jacobsen
536;1663–1685
537;Den opbevares i Det Kongelige Bibliotek i København.
538;1882
539;Corfitz Ulfeldt
540;Ca. 500 ha
541;Jens Jørgen Thorsen
542;2022
543;Kong Frederik IX
544;ca. 400 ha
545;2009
546;Helle Helle
547;13 noveller
548;Gyldendal
549;Den første novelle i samlingen «Og andre historier» er «Den lille pige».
550;1956
551;Arne Jacobsen
552;Testellet fra 1956 består af en bund, fire ben, en ramme, et håndtag og en lås.
553;Inspirationen kom fra danske landbrugstraditioner og traditionelle mønstre.
554;Hun blev inspireret af en traditionel kinesisk te‑bolle.
555;Jens Peter Jacobsen
556;1876
557;Ulrik Frederik Gyldenløve
558;Kroen ved Gammel Havn
559;1669
560;Ludvig Holberg
561;Kjellerup
562;Komedie
563;1722
564;Nille
565;1965
566;foam polymer chair
567;Fritz Hansen
568;Museum of Modern Art (MoMA)
569;Olafur Eliasson
570;1910
571;Jens Peter Jacobsen
572;Det er ikke oplyst.
573;5
574;Den er sandsynligvis den danske forfatter og journalist Jørgen Sidenius.
575;1854
576;Niels W. Gade
577;Den unge kvinde Elva forelsker sig i en elver, men da hendes mand dræber elveren, mister hun håbet og dør af sorg.
578;Adam Oehlenschläger
579;1854
580;1761
581;Johan Theodor Holmskjold
582;Flora Danica
583;122 år
584;Jens H. Nielsen
585;1972
586;Keld Heick
587;Anders Matthesen og Thomas Hartmann
588;Odense
589;Skolekammerater – Genskabt
590;Hvorfor er du så lille
591;Thomas Helmig
592;1979
593;Anne Linnet
594;Det er debutalbummet **“Mikro.”**
595;Tom Kristensen
596;1952
597;Telegraph Galop
598;Hans Christian Lumbye
599;Ja
600;Adam Oehlenschläger
601;1845
602;DR
603;Kurt Meisel
604;1997
605;Peder Severin Krøyer
606;1904
607;Statens Museum for Kunst, København.
608;Kunstnerportrætter.
609;Kirsten H. Jørgensen
610;Jens Peter Møller
611;1886
612;Statens Museum for Kunst i København.
613;Ukendt
614;Christoffer Wilhelm Eckersberg
615;2006
616;1950'erne og starten af 1960'erne
617;SteepleChase Records
618;1998 og 2005
619;DR Jazz
620;Jens Galschiøt
621;1939
622;Bronze
623;1,80 m
624;Den står på Rådhuspladsen i København.
625;Hans Christian Lumbye
626;Den blev første gang opført på Det Kongelige Teater i København.
627;Tivoli.
628;500 rigsdaler
629;1911
630;1975
631;Kim Larsen (1945–2018)
632;Jens
633;Vesterbro
634;Nikolaj Bulganin
635;Halfdan Rasmussen
636;1995
637;Anden Verdenskrig
638;I digtsamlingen “Det”.
639;Jens Smærup Sørensen
640;1895
641;Thomas Laub
642;Morgensang I
643;1931
644;N.F.S. Grundtvig
645;Bent Fabricius‑Bjerre
646;Kim Larsen
647;1993
648;Vilhelm Hammershøi
649;Kortfilmen hedder **“The Bunker.”**
650;1935
651;Jens Christian Grøndahl
652;Den danske Salmebog.
653;Nr. 558
654;Thomas Laub
655;1973
656;Kim Larsen
657;Kim Larsen
658;1989
659;Nik & Jay
660;Carl Nielsen
661;Maskarade
662;Henrik Herz
663;1906
664;Maskerade
665;August Bournonville
666;Hans Christian Lumbye
667;1836
668;Lucile Grahn
669;På Det Kongelige Teater i København.
670;1975‑1976
671;Jens Ferdinand Willumsen
672;På Statens Museum for Kunst i København.
673;Den blev flyttet til museets gårdhave.
674;Kong Christian X.
675;1998
676;Carl Czerny
677;George Balanchine
678;Frédéric Chopin
679;2005
680;Kim Larsen
681;Thomas Laub
682;1845
683;1978
684;Vort land
685;1910
686;Kirsten
687;Mads Sidenius og Maren Sidenius
688;1882
689;Rosen‑familien
690;Vintereventyr
691;1937
692;Jens
693;Tyskland
694;Ukendt
695;1878
696;Jens Christian Hostrup
697;Marsk Stig
698;Peter Heise
699;Det Kongelige Teater.
700;Solen er så rød
701;1995
702;Producerne er Morten Rask og Anders Bøggild.
703;Stjerne til støv
704;30 000 eksemplarer.
705;Hans Adolph Brorson
706;Kirsten
707;1732
708;5
709;Carl Nielsen
710;Aalborg, Danmark
711;Idrætscenter Vejle
712;Danmark
713;C.F. Møller Arkitekter
714;Fibercement.
715;1943
716;Carl Theodor Dreyer
717;Astrid Villaume
718;Jesper Klein
719;Karen
720;Kim Larsen.
721;Shu-bi-dua 2
722;Pop/rock
723;1975
724;Polydor
725;1928
726;Domus
727;Lise Vesterlund
728;42.000 studerende
729;1928
730;Jens Juel
731;4,5 m
732;1665
733;Bogen er skrevet af Niels Peter Hovmand.
734;Ukendt
735;Kim Larsen
736;1975
737;Pop.
738;Jens Møller
739;3 minutter og 45 sekunder
740;1932
741;Kaj Munk
742;I København, på Grand Teatret.
743;Morten Koppel
744;Carl Theodor Dreyer
